Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Glenormiston North,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,5,11
Glenormiston South,3265,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,51,88
Glenpatrick,3469,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,19,25
Glenrowan,3675,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,8,13
Glenrowan,3675,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,398,757
Glenrowan West,3675,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,30,59
Glenroy,3046,Moreland City Council,North-West,51002,Broadmeadows,15,Northern Metropolitan,3,3962,5929
Glenroy,3046,Moreland City Council,North-West,51002,Pascoe Vale,69,Western Metropolitan,7,4029,6061
Glenthompson,3293,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,5,5
Glenthompson,3293,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,139,189
Glomar Beach,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,7,7
Gnarwarre,3221,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,98,201
Gnotuk,3260,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,36,73
Gobarup,3559,Campaspe Shire Council,Waranga,52304,Rodney,75,Northern Victoria,4,14,27
Gobur,3719,Murrindindi Shire Council,Koriella,53006,Benalla,8,Northern Victoria,4,52,73
Golden Beach,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,194,195
Golden Gully,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,90,141
Golden Point,3350,Ballarat City Council,Central,50301,Ballarat East,3,Western Victoria,8,902,1346
Golden Point,3350,Ballarat City Council,South,50303,Ballarat East,3,Western Victoria,8,140,183
Golden Point,3465,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,5,6
Golden Point,3451,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,52,80
Golden Point,3451,Mount Alexander Shire Council,Coliban,56703,Bendigo West,11,Northern Victoria,4,1,1
Golden Square,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,397,546
Golden Square,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo West,11,Northern Victoria,4,3598,5698
Goldie,3435,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,85,163
Goldsborough,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,19,19
Goldsborough,3472,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,1,3
Gong Gong,3352,Ballarat City Council,North,50302,Ballarat East,3,Western Victoria,8,4,4
Gonn Crossing,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,28,47
Goomalibee,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,30,71
Goon Nure,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,39,72
Goongerah,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,22,28
Gooram,3666,Strathbogie Shire Council,Mount Wombat,53104,Benalla,8,Northern Victoria,4,67,105
Gooramadda,3685,Indigo Shire Council,Unsubdivided,52601,Murray Valley,61,Northern Victoria,4,26,55
Goorambat,3725,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,123,222
Goornong,3557,Greater Bendigo City Council,Whipstick,50203,Bendigo East,10,Northern Victoria,4,247,423
Goornong,3557,Greater Bendigo City Council,Whipstick,50203,Rodney,75,Northern Victoria,4,1,3
Gooroc,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,6,13
Gorae,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,69,140
Gorae West,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,86,169
Gordon,3345,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,24,46
Gordon,3345,Moorabool Shire Council,Woodlands,50404,Ballarat East,3,Western Victoria,8,396,760
Gormandale,3873,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,129,230
Goroke,3412,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,180,236
Goschen,3585,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,18,26
Goughs Bay,3723,Mansfield Shire Council,Jamieson,58002,Benalla,8,Northern Victoria,4,164,159
Goughs Bay,3723,Mansfield Shire Council,Mansfield,58003,Benalla,8,Northern Victoria,4,32,66
Goulburn Weir,3608,Greater Shepparton City Council,Unsubdivided,52501,Benalla,8,Northern Victoria,4,1,1
Goulburn Weir,3608,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,36,62
Gowanbrae,3043,Moreland City Council,North-West,51002,Pascoe Vale,69,Western Metropolitan,7,1019,1892
Gowanford,3544,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,6,7
Gowangardie,3669,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,8,14
Gowar East,3477,Loddon Shire Council,Wedderburn,56505,Swan Hill,82,Northern Victoria,4,6,6
Gowar East,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,6,19
Gower,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,9,16
Gower,3451,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,11,Northern Victoria,4,10,23
Grahamvale,3631,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,260,543
Grand Ridge,3870,Latrobe City Council,South,53703,Morwell,58,Eastern Victoria,2,5,7
Grand Ridge,3870,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,2,2
Granite Rock,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,99,193
Grantville,3984,Bass Coast Shire Council,Leadbeater,53404,Bass,5,Eastern Victoria,2,466,510
Granya,3701,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,44,72
Grass Flat,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,12,20
Grass Flat,3409,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,2,3
Grassdale,3302,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,22,34
Grassmere,3281,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,133,265
Graytown,3608,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,5,6
Graytown,3608,Strathbogie Shire Council,Lake Nagambie,53103,Rodney,75,Northern Victoria,4,30,36
Gre Gre,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,7,12
Gre Gre North,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,7,16
Gre Gre South,3477,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,5,11
Gre Gre South,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,2,2
Great Western,3374,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,9,16
Great Western,3374,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,43,82
Great Western,3374,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,152,211
Gredgwin,3537,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,1,1
Gredgwin,3537,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,5,7
Green Gully,3462,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,29,42
Greendale,3341,Moorabool Shire Council,Woodlands,50404,Melton,51,Western Victoria,8,196,400
Greenhill,3444,Macedon Ranges Shire Council,West,56603,Ballarat East,3,Western Victoria,8,24,49
Greenhill,3444,Mount Alexander Shire Council,Coliban,56703,Bendigo West,11,Northern Victoria,4,2,2
Greens Creek,3387,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,29,47
Greensborough,3088,Banyule City Council,Bakewell,54001,Bundoora,18,Northern Metropolitan,3,4203,6821
Greensborough,3088,Banyule City Council,Beale,54002,Eltham,27,Eastern Metropolitan,1,2285,4498
Greensborough,3088,Nillumbik Shire Council,Blue Lake,55801,Mill Park,53,Northern Metropolitan,3,69,152
Greensborough,3088,Nillumbik Shire Council,Blue Lake,55801,Yan Yean,87,Northern Metropolitan,3,1767,3780
Greenvale,3059,Hume City Council,Aitken,54801,Yuroke,88,Western Metropolitan,7,469,862
Greenvale,3059,Hume City Council,Meadow Valley,54803,Yuroke,88,Western Metropolitan,7,3344,8123
Greenwald,3304,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,27,33
Grenville,3352,Golden Plains Shire Council,Unsubdivided,50501,Ballarat East,3,Western Victoria,8,30,63
Grenville,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,3,7
Greta,3675,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,39,72
Greta,3675,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,1,2
Greta South,3675,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,57,104
Greta West,3675,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,66,118
Grey River,3234,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,3,2
Gringegalgona,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,18,39
Gritjurk,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,18,41
Grovedale,3216,Greater Geelong City Council,Buckley,50604,South Barwon,80,Western Victoria,8,4132,7429
Grovedale,3216,Greater Geelong City Council,Kardinia,50610,South Barwon,80,Western Victoria,8,1791,2933
Gruyere,3770,Yarra Ranges Shire Council,Billanook,56201,Evelyn,29,Eastern Victoria,2,11,24
Gruyere,3770,Yarra Ranges Shire Council,Chandler,56202,Evelyn,29,Eastern Victoria,2,11,26
Gruyere,3770,Yarra Ranges Shire Council,Ryrie,56207,Evelyn,29,Eastern Victoria,2,288,603
Guildford,3451,Hepburn Shire Council,Holcombe,56405,Ballarat East,3,Western Victoria,8,18,23
Guildford,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,137,223
Gunbower,3566,Campaspe Shire Council,Western,52305,Rodney,75,Northern Victoria,4,293,407
Gundowring,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,9,Northern Victoria,4,15,19
Gundowring,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,9,Northern Victoria,4,70,141
Gunyah,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,1,1
Guys Forest,3709,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,9,18
Guys Hill,3807,Cardinia Shire Council,Ranges,54303,Gembrook,35,Eastern Victoria,2,128,259
Gymbowen,3401,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,22,38
Haddon,3351,Golden Plains Shire Council,Unsubdivided,50501,Ripon,74,Western Victoria,8,425,848
Hadfield,3046,Moreland City Council,North-East,51001,Pascoe Vale,69,Western Metropolitan,7,1,1
Hadfield,3046,Moreland City Council,North-West,51002,Broadmeadows,15,Northern Metropolitan,3,1186,1966
Hadfield,3046,Moreland City Council,North-West,51002,Pascoe Vale,69,Western Metropolitan,7,1238,1882
Hallam,3803,Casey City Council,Four Oaks,54403,Narre Warren North,63,South Eastern Metropolitan,5,29,61
Hallam,3803,Casey City Council,River Gum,54405,Narre Warren North,63,South Eastern Metropolitan,5,2658,4529
Hallam,3803,Casey City Council,River Gum,54405,Narre Warren South,64,South Eastern Metropolitan,5,913,1932
Hallora,3818,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,51,90
Halls Gap,3381,Northern Grampians Shire Council,South West,57403,Ripon,74,Western Victoria,8,272,307
Hallston,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,51,80
Hamilton,3300,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,4943,7390
Hamlyn Heights,3215,Greater Geelong City Council,Brownbill,50603,Geelong,34,Western Victoria,8,109,159
Hamlyn Heights,3215,Greater Geelong City Council,Cowie,50608,Geelong,34,Western Victoria,8,2651,4403
Hamlyn Heights,3215,Greater Geelong City Council,Kildare,50611,Geelong,34,Western Victoria,8,1,2
Hampton,3188,Bayside City Council,Central,54101,Brighton,14,Southern Metropolitan,6,3335,5766
Hampton,3188,Bayside City Council,Central,54101,Sandringham,76,Southern Metropolitan,6,1857,3105
Hampton East,3188,Bayside City Council,Central,54101,Brighton,14,Southern Metropolitan,6,2127,2967
Hampton East,3188,Bayside City Council,Central,54101,Sandringham,76,Southern Metropolitan,6,106,169
Hampton Park,3976,Casey City Council,River Gum,54405,Lyndhurst,47,South Eastern Metropolitan,5,3112,5317
Hampton Park,3976,Casey City Council,River Gum,54405,Narre Warren South,64,South Eastern Metropolitan,5,4843,8385
Hansonville,3675,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,61,113
Happy Valley,3360,Golden Plains Shire Council,Unsubdivided,50501,Ripon,74,Western Victoria,8,34,58
Happy Valley,3549,Swan Hill Rural City Council,Robinvale,57004,Mildura,52,Northern Victoria,4,24,40
Harcourt,3453,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,382,666
Harcourt North,3453,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,61,112
Harcourt North,3453,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,57,96
Harkaway,3806,Casey City Council,Four Oaks,54403,Gembrook,35,Eastern Victoria,2,121,212
Harkaway,3806,Casey City Council,Four Oaks,54403,Narre Warren North,63,South Eastern Metropolitan,5,197,399
Harmers Haven,3995,Bass Coast Shire Council,Hovell,53403,Bass,5,Eastern Victoria,2,20,15
Harrietville,3741,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,185,263
Harrow,3317,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,11,14
Harrow,3317,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,88,134
Harston,3616,Greater Shepparton City Council,Unsubdivided,52501,Rodney,75,Northern Victoria,4,56,97
Harston,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,23,41
Hastings,3915,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,38,Eastern Victoria,2,4074,6118
Hattah,3501,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,13,18
Havelock,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,36,57
Haven,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,427,885
Havilah,3737,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,14,22
Hawkesdale,3287,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,139,224
Hawkhurst,3862,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,3,5
Hawthorn,3122,Boroondara City Council,Gardiner,50703,Hawthorn,39,Southern Metropolitan,6,1992,2976
Hawthorn,3122,Boroondara City Council,Glenferrie,50704,Hawthorn,39,Southern Metropolitan,6,8059,10585
Hawthorn,3122,Boroondara City Council,Junction,50705,Hawthorn,39,Southern Metropolitan,6,328,364
Hawthorn East,3123,Boroondara City Council,Gardiner,50703,Hawthorn,39,Southern Metropolitan,6,1214,2166
Hawthorn East,3123,Boroondara City Council,Junction,50705,Hawthorn,39,Southern Metropolitan,6,4736,6636
Hazel Park,3966,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,20,24
Hazeldene,3658,Murrindindi Shire Council,King Parrot,53004,Seymour,78,Northern Victoria,4,296,242
Hazelwood,3840,Latrobe City Council,Central,53701,Morwell,58,Eastern Victoria,2,27,42
Hazelwood,3840,Latrobe City Council,South,53703,Morwell,58,Eastern Victoria,2,55,108
Hazelwood North,3840,Latrobe City Council,Central,53701,Morwell,58,Eastern Victoria,2,44,91
Hazelwood North,3840,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,478,1021
Hazelwood South,3840,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,117,239
Healesville,3777,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,1,1
Healesville,3777,Yarra Ranges Shire Council,Ryrie,56207,Seymour,78,Northern Victoria,4,3114,5000
Heath Hill,3981,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,23,44
Heath Hill,3981,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,44,71
Heathcote,3523,Greater Bendigo City Council,Eppalock,50201,Rodney,75,Northern Victoria,4,1503,2103
Heathcote Junction,3758,Mitchell Shire Council,South,52803,Seymour,78,Northern Victoria,4,278,579
Heathcote South,3523,Mitchell Shire Council,North,52802,Seymour,78,Northern Victoria,4,8,10
Heatherton,3202,Kingston City Council,Central,54901,Mordialloc,56,South Eastern Metropolitan,5,567,1036
Heatherton,3202,Kingston City Council,North,54902,Clayton,22,South Eastern Metropolitan,5,318,480
Heatherton,3202,Kingston City Council,North,54902,Mordialloc,56,South Eastern Metropolitan,5,98,161
Heathmere,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,96,185
Heathmont,3135,Maroondah City Council,Arrabri,55301,Bayswater,6,Eastern Metropolitan,1,3009,5541
Heathmont,3135,Maroondah City Council,Arrabri,55301,Kilsyth,43,Eastern Metropolitan,1,29,36
Heathmont,3135,Maroondah City Council,Mullum,55302,Bayswater,6,Eastern Metropolitan,1,620,1107
Hedley,3967,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,44,66
Hedley,3967,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,17,22
Heidelberg,3084,Banyule City Council,Griffin,54003,Ivanhoe,40,Northern Metropolitan,3,1137,1311
Heidelberg,3084,Banyule City Council,Ibbott,54006,Ivanhoe,40,Northern Metropolitan,3,1585,2784
Heidelberg Heights,3081,Banyule City Council,Olympia,54007,Ivanhoe,40,Northern Metropolitan,3,3031,4310
Heidelberg West,3081,Banyule City Council,Olympia,54007,Ivanhoe,40,Northern Metropolitan,3,2542,3192
Hensley Park,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,32,66
Henty,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,41,70
Hepburn,3461,Hepburn Shire Council,Birch,56401,Ballarat East,3,Western Victoria,8,306,440
Hepburn Springs,3461,Hepburn Shire Council,Birch,56401,Ballarat East,3,Western Victoria,8,251,237
Herne Hill,3218,Greater Geelong City Council,Kildare,50611,Geelong,34,Western Victoria,8,1747,2500
Hernes Oak,3825,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,2,5
Hernes Oak,3825,Latrobe City Council,Central,53701,Narracan,62,Eastern Victoria,2,121,233
Hesket,3442,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,76,120
Hesse,3321,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,7,10
Hexham,3273,Moyne Shire Council,Unsubdivided,51801,Lowan,46,Western Victoria,8,41,69
